profile5e-09width
Custum text version
===============================START======================================= 
<Structure object
{'labels': [None, None, None], 'T': 298, 'cell_area': 1, 'shading': 0, 'reflectivity': None, 'junctions': 1, 'junction_indices': [2], 'tunnel_indices': [], 'substrate': <'GaAs' material Nd=1e+24>, 'incidence': None, 'R_series': 0, 'width': 2.8899999999999994e-06, 'reflected': array([0.37531412, 0.38324893, 0.39040494, 0.39402001, 0.39699817,
       0.39816409, 0.39854402, 0.39750137, 0.39538597, 0.39226937,
       0.38800171, 0.38293075, 0.37762178, 0.37152964, 0.3648402 ,
       0.35770492, 0.35003286, 0.33860317, 0.32665705, 0.31417485,
       0.30095636, 0.28758767, 0.2746773 , 0.26207321, 0.24942972,
       0.23690938, 0.22448019, 0.21215442, 0.20106377, 0.19044497,
       0.18021292, 0.16942914, 0.15901584, 0.14916542, 0.13665686,
       0.12375272, 0.11146214, 0.09963605, 0.08828398, 0.07757933,
       0.06812025, 0.06114548, 0.0546825 , 0.04873478, 0.04372733,
       0.03925711, 0.03514716, 0.03145371, 0.02836893, 0.02557312,
       0.02305075, 0.02091119, 0.01913244, 0.01756062, 0.01617986,
       0.01506686, 0.01416255, 0.01340272, 0.01277267, 0.01233067,
       0.01203304, 0.01182148, 0.01168885, 0.01166141, 0.01173484,
       0.01185825, 0.01202371, 0.01223291, 0.01253181, 0.01285639,
       0.01319821, 0.0135533 , 0.01394898, 0.01437233, 0.01479433,
       0.01521343, 0.01562673, 0.01607487, 0.01650727, 0.01692415,
       0.0173227 , 0.01770364, 0.0181014 , 0.01848229, 0.01884145,
       0.01917602, 0.01948782, 0.01980067, 0.02009503, 0.02036867,
       0.02061948, 0.02084621, 0.02105789, 0.02125245, 0.02142197,
       0.02157302, 0.02170049, 0.02180762, 0.02190583, 0.02198185,
       0.02203736, 0.02207579, 0.02209644, 0.0221004 , 0.02209663,
       0.0220752 , 0.02204043, 0.02199187, 0.02192829, 0.02184939,
       0.02176132, 0.02166005, 0.02154852, 0.02142703, 0.0212895 ,
       0.02113563, 0.02096718, 0.02078618, 0.02059182, 0.02038588,
       0.02017164, 0.01995031, 0.01971966, 0.01948686, 0.01925093,
       0.01901468, 0.01877621, 0.01853529, 0.01829141, 0.01804312,
       0.01779341, 0.01754491, 0.01729082, 0.0170336 , 0.01677039,
       0.01650125, 0.01623044, 0.01595555, 0.01568158, 0.01540519,
       0.01512426, 0.014839  , 0.01455128, 0.01426077, 0.01396763,
       0.01367254, 0.01337411, 0.01307458, 0.01277409, 0.01247273,
       0.01217464, 0.01187701, 0.01158419, 0.01129455, 0.01101122,
       0.01073502, 0.01046784, 0.01021362, 0.00997148, 0.00974078,
       0.0095209 , 0.00931096, 0.00911027, 0.00891525, 0.00871952,
       0.0085311 , 0.00834807, 0.00817115, 0.0079978 , 0.00783018,
       0.00766944, 0.00751424, 0.00736378, 0.00721951, 0.00708072,
       0.00694757, 0.00682035, 0.00669968, 0.00658513, 0.0064763 ,
       0.00637437, 0.00627774, 0.00618884, 0.00611572, 0.00605223,
       0.00599697, 0.00595064, 0.00591339, 0.00589426, 0.00589105,
       0.00589708, 0.00591116, 0.0059305 , 0.00595732, 0.00599186,
       0.00603393, 0.00608313, 0.00614   , 0.00620385, 0.00627547,
       0.00635233, 0.00643711, 0.00653   , 0.00663119, 0.00674119,
       0.00688219, 0.00697697, 0.00712047, 0.0072915 , 0.00749239,
       0.00772382, 0.00797802, 0.00826034, 0.0085687 , 0.00890184,
       0.00925811, 0.0096355 , 0.01002775, 0.01043538, 0.01082297,
       0.01126036, 0.01170727, 0.01215919, 0.01260781, 0.01305269,
       0.0134824 , 0.0138957 , 0.01429302, 0.01467089, 0.01502793,
       0.01531175, 0.01552503, 0.0157294 , 0.01592682, 0.01611875,
       0.01630624, 0.01649157, 0.01667749, 0.01686589, 0.01721657,
       0.01684194, 0.01751663, 0.0179412 , 0.01816183, 0.01839968,
       0.0186653 , 0.01895278, 0.01926318, 0.01959643, 0.01995203,
       0.02032837, 0.02072362, 0.02113599, 0.0215638 , 0.02200596,
       0.02246195, 0.02293184, 0.02341679, 0.02391726, 0.02443314,
       0.02496133, 0.02550192, 0.02605432, 0.02661727, 0.02718886,
       0.02776678, 0.02834281, 0.02946628, 0.02748591, 0.02906041,
       0.03126951, 0.03185382, 0.0323483 , 0.0328356 , 0.03331783,
       0.03379612, 0.03427296, 0.03475021, 0.03522935, 0.03571169,
       0.03619806, 0.03668886, 0.03718402, 0.03768297, 0.03818482,
       0.03868844, 0.03919258, 0.0396959 , 0.0401975 , 0.0406967 ,
       0.04119319, 0.04168702, 0.04217905, 0.04266774, 0.04315054,
       0.04363487, 0.04412297, 0.044617  , 0.04511898, 0.04563046,
       0.0461533 ]), 'absorbed': array([6.24685882e-01, 6.16751068e-01, 6.09595057e-01, 6.05979995e-01,
       6.03001834e-01, 6.01835910e-01, 6.01455983e-01, 6.02498634e-01,
       6.04614026e-01, 6.07730629e-01, 6.11998287e-01, 6.17069253e-01,
       6.22378223e-01, 6.28470361e-01, 6.35159802e-01, 6.42295082e-01,
       6.49967144e-01, 6.61396826e-01, 6.73342953e-01, 6.85825154e-01,
       6.99043639e-01, 7.12412331e-01, 7.25322696e-01, 7.37926793e-01,
       7.50570282e-01, 7.63090622e-01, 7.75519806e-01, 7.87845581e-01,
       7.98936233e-01, 8.09555034e-01, 8.19787081e-01, 8.30570861e-01,
       8.40984156e-01, 8.50834580e-01, 8.63343142e-01, 8.76247276e-01,
       8.88537860e-01, 9.00363947e-01, 9.11716024e-01, 9.22420667e-01,
       9.31879745e-01, 9.38854521e-01, 9.45317503e-01, 9.51265216e-01,
       9.56272675e-01, 9.60742895e-01, 9.64852844e-01, 9.68546291e-01,
       9.71631070e-01, 9.74426875e-01, 9.76949252e-01, 9.79088814e-01,
       9.80867558e-01, 9.82439378e-01, 9.83820142e-01, 9.84933138e-01,
       9.85837445e-01, 9.86597278e-01, 9.87227331e-01, 9.87669329e-01,
       9.87966964e-01, 9.88178522e-01, 9.88311152e-01, 9.88338594e-01,
       9.88265156e-01, 9.88141753e-01, 9.87976290e-01, 9.87767095e-01,
       9.87468189e-01, 9.87143611e-01, 9.86801789e-01, 9.86446698e-01,
       9.86051016e-01, 9.85627667e-01, 9.85205671e-01, 9.84786574e-01,
       9.84373265e-01, 9.83925125e-01, 9.83492728e-01, 9.83075852e-01,
       9.82677303e-01, 9.82296361e-01, 9.81898602e-01, 9.81517708e-01,
       9.81158550e-01, 9.80823977e-01, 9.80512168e-01, 9.80199322e-01,
       9.79904954e-01, 9.79631309e-01, 9.79380490e-01, 9.79153743e-01,
       9.78942052e-01, 9.78747475e-01, 9.78577930e-01, 9.78426852e-01,
       9.78299338e-01, 9.78192155e-01, 9.78093884e-01, 9.78017792e-01,
       9.77962196e-01, 9.77923658e-01, 9.77902868e-01, 9.77898746e-01,
       9.77902322e-01, 9.77923533e-01, 9.77958035e-01, 9.78006267e-01,
       9.78069460e-01, 9.78147900e-01, 9.78235438e-01, 9.78336095e-01,
       9.78446901e-01, 9.78567539e-01, 9.78704060e-01, 9.78856750e-01,
       9.79023793e-01, 9.79203078e-01, 9.79395413e-01, 9.79598967e-01,
       9.79810430e-01, 9.80028535e-01, 9.80255412e-01, 9.80483912e-01,
       9.80714958e-01, 9.80945602e-01, 9.81177637e-01, 9.81411145e-01,
       9.81646520e-01, 9.81884972e-01, 9.82123852e-01, 9.82361115e-01,
       9.82602416e-01, 9.82845224e-01, 9.83092020e-01, 9.83342455e-01,
       9.83592412e-01, 9.83843837e-01, 9.84091396e-01, 9.84338089e-01,
       9.84585630e-01, 9.84833392e-01, 9.85079385e-01, 9.85323249e-01,
       9.85564153e-01, 9.85800756e-01, 9.86022834e-01, 9.86232094e-01,
       9.86429539e-01, 9.86613224e-01, 9.86780143e-01, 9.86930444e-01,
       9.87056038e-01, 9.87156523e-01, 9.87231856e-01, 9.87285436e-01,
       9.87303590e-01, 9.87279886e-01, 9.87212124e-01, 9.87103024e-01,
       9.86944388e-01, 9.86732658e-01, 9.86462666e-01, 9.86202607e-01,
       9.85992098e-01, 9.85743455e-01, 9.85455524e-01, 9.85126140e-01,
       9.84776506e-01, 9.84389119e-01, 9.83962204e-01, 9.83492115e-01,
       9.82978757e-01, 9.82576855e-01, 9.82153135e-01, 9.81695386e-01,
       9.81207369e-01, 9.80696664e-01, 9.80115010e-01, 9.79495480e-01,
       9.78834062e-01, 9.78123872e-01, 9.77367356e-01, 9.76901727e-01,
       9.76449328e-01, 9.75972399e-01, 9.75472214e-01, 9.74951201e-01,
       9.74270066e-01, 9.73474082e-01, 9.72679062e-01, 9.71863448e-01,
       9.71087648e-01, 9.70187208e-01, 9.68814164e-01, 9.67365066e-01,
       9.65808413e-01, 9.64168561e-01, 9.62372693e-01, 9.60466544e-01,
       9.58605615e-01, 9.56656534e-01, 9.54629155e-01, 9.52517884e-01,
       9.50349913e-01, 9.45132403e-01, 9.23215719e-01, 9.14841161e-01,
       9.05525071e-01, 8.95164866e-01, 8.83661413e-01, 8.70928723e-01,
       8.56822363e-01, 8.41206898e-01, 8.23934629e-01, 8.04844173e-01,
       7.83759195e-01, 7.61696744e-01, 7.38596716e-01, 7.06816384e-01,
       6.78616376e-01, 6.47854790e-01, 6.14315686e-01, 5.77764994e-01,
       5.37949416e-01, 4.94593393e-01, 4.47400753e-01, 3.96050344e-01,
       3.40195527e-01, 2.79463046e-01, 2.43217509e-01, 2.40912364e-01,
       2.38617835e-01, 2.36334181e-01, 2.34061094e-01, 2.31797715e-01,
       2.29544623e-01, 2.27300566e-01, 2.25191598e-01, 1.98891274e-01,
       2.79855459e-01, 2.06478445e-01, 1.74231221e-01, 1.71339490e-01,
       1.70032951e-01, 1.70446919e-01, 1.70857667e-01, 1.71264757e-01,
       1.71667643e-01, 1.72066865e-01, 1.72462268e-01, 1.72853925e-01,
       1.73242401e-01, 1.73627539e-01, 1.74009519e-01, 1.74388703e-01,
       1.74762898e-01, 1.75127436e-01, 1.75488851e-01, 1.75844415e-01,
       1.76190276e-01, 1.76533535e-01, 1.76874081e-01, 1.77212041e-01,
       1.77547973e-01, 1.77883232e-01, 1.79117623e-01, 7.88719814e-02,
       4.40101261e-01, 3.34320035e-01, 2.87652112e-02, 2.21284331e-04,
       2.05847921e-06, 1.87236040e-06, 1.86560449e-06, 1.85896751e-06,
       1.75745389e-06, 1.64706544e-06, 1.53743989e-06, 1.42856035e-06,
       1.32041717e-06, 1.21300597e-06, 1.10632609e-06, 1.00037951e-06,
       8.95168158e-07, 7.90692983e-07, 6.86952693e-07, 5.83943456e-07,
       4.81657645e-07, 3.80085424e-07, 2.79215425e-07, 1.79035679e-07,
       7.95345710e-08, 4.00790512e-14, 6.05071548e-15, 1.48214774e-14,
       2.01505479e-14, 8.88178420e-15, 4.05231404e-15, 4.01345623e-14,
       3.71924713e-15]), 'transmitted': array([ 2.22044605e-16, -2.22044605e-15,  1.11022302e-16,  1.11022302e-16,
        1.11022302e-16, -5.55111512e-16, -5.21804822e-15, -1.77635684e-15,
       -6.66133815e-16, -2.33146835e-15, -1.22124533e-15, -1.11022302e-15,
       -2.55351296e-15, -1.22124533e-15, -2.22044605e-16, -1.99840144e-15,
       -1.66533454e-15,  3.33066907e-16,  2.22044605e-16, -1.11022302e-15,
        3.33066907e-16, -1.77635684e-15,  4.44089210e-16,  0.00000000e+00,
        1.11022302e-16, -1.11022302e-16, -1.11022302e-16, -1.11022302e-16,
       -1.33226763e-15, -2.22044605e-16, -6.66133815e-16, -6.66133815e-16,
       -6.66133815e-16, -2.22044605e-16, -1.11022302e-16, -8.88178420e-16,
       -8.88178420e-16,  2.22044605e-16, -1.77635684e-15, -3.10862447e-15,
       -4.44089210e-16, -3.33066907e-16, -5.99520433e-15, -4.32986980e-15,
       -1.77635684e-15, -1.11022302e-16,  0.00000000e+00,  0.00000000e+00,
       -1.66533454e-15, -8.88178420e-16,  1.11022302e-16, -3.21964677e-15,
        4.44089210e-16, -4.44089210e-15, -6.66133815e-16, -1.11022302e-16,
        0.00000000e+00, -2.22044605e-16, -4.44089210e-16,  6.66133815e-16,
        6.66133815e-15,  1.34336986e-14,  3.51940699e-14,  8.03801470e-14,
        1.69975145e-13,  3.58824082e-13,  7.41740003e-13,  1.49069646e-12,
        2.73758793e-12,  4.99311703e-12,  9.05320263e-12,  1.62327929e-11,
        2.75696133e-11,  4.52380355e-11,  7.36960493e-11,  1.19460997e-10,
        1.92221794e-10,  2.95006353e-10,  4.45018133e-10,  6.68031741e-10,
        9.95289184e-10,  1.47428769e-09,  2.13835416e-09,  3.09545178e-09,
        4.45957338e-09,  6.37692199e-09,  9.07037279e-09,  1.25321061e-08,
        1.71905756e-08,  2.35140737e-08,  3.20339402e-08,  4.34931501e-08,
        5.81301880e-08,  7.64669374e-08,  1.00382494e-07,  1.31327104e-07,
        1.70928789e-07,  2.21723489e-07,  2.81085115e-07,  3.53774327e-07,
        4.43281910e-07,  5.53926477e-07,  6.89879747e-07,  8.58257180e-07,
        1.04468706e-06,  1.26877011e-06,  1.53891517e-06,  1.86479522e-06,
        2.25098385e-06,  2.71191931e-06,  3.23720010e-06,  3.85114553e-06,
        4.57682316e-06,  5.43201099e-06,  6.43610848e-06,  7.61717426e-06,
        9.02666377e-06,  1.07423112e-05,  1.27683318e-05,  1.51548971e-05,
        1.79328144e-05,  2.11572916e-05,  2.49313684e-05,  2.92253977e-05,
        3.41123897e-05,  3.97130003e-05,  4.61550737e-05,  5.35636210e-05,
        6.20746076e-05,  7.19037879e-05,  8.27350710e-05,  9.39747973e-05,
        1.06761450e-04,  1.21173454e-04,  1.37594618e-04,  1.56298612e-04,
        1.77151517e-04,  2.00611508e-04,  2.27024633e-04,  2.56718925e-04,
        2.90108690e-04,  3.27611142e-04,  3.69331635e-04,  4.15983193e-04,
        4.68219950e-04,  5.26700254e-04,  6.03057959e-04,  6.93322824e-04,
        7.96375280e-04,  9.14047353e-04,  1.04521299e-03,  1.19254826e-03,
        1.35976724e-03,  1.54892856e-03,  1.75692364e-03,  1.97953984e-03,
        2.22856952e-03,  2.50649091e-03,  2.81639806e-03,  3.15619246e-03,
        3.53470741e-03,  3.95638216e-03,  4.42706076e-03,  4.88214572e-03,
        5.28837791e-03,  5.72544056e-03,  6.19640908e-03,  6.70271356e-03,
        7.22569056e-03,  7.78070532e-03,  8.36835890e-03,  8.99364585e-03,
        9.65745841e-03,  1.02036403e-02,  1.07661490e-02,  1.13570429e-02,
        1.19722795e-02,  1.26036536e-02,  1.32998587e-02,  1.40282222e-02,
        1.47915644e-02,  1.55983886e-02,  1.64437989e-02,  1.69825548e-02,
        1.74984437e-02,  1.80306349e-02,  1.85771506e-02,  1.91354071e-02,
        1.98356758e-02,  2.06348643e-02,  2.14238621e-02,  2.22253922e-02,
        2.29818546e-02,  2.38554691e-02,  2.51939749e-02,  2.66010053e-02,
        2.81084534e-02,  2.96914354e-02,  3.14234622e-02,  3.32579860e-02,
        3.50420533e-02,  3.69063553e-02,  3.88408451e-02,  4.08509258e-02,
        4.29088994e-02,  4.79854113e-02,  6.98073061e-02,  7.80383668e-02,
        8.71834300e-02,  9.73427462e-02,  1.08614766e-01,  1.21093257e-01,
        1.34917300e-01,  1.50224404e-01,  1.67163535e-01,  1.85897720e-01,
        2.06605302e-01,  2.28275507e-01,  2.50967906e-01,  2.82360643e-01,
        3.10123267e-01,  3.40437942e-01,  3.73525127e-01,  4.09627200e-01,
        4.48997899e-01,  4.91924210e-01,  5.38703552e-01,  5.89656639e-01,
        6.45133582e-01,  7.05509024e-01,  7.41470739e-01,  7.43562602e-01,
        7.45652764e-01,  7.47739001e-01,  7.49820156e-01,  7.51896041e-01,
        7.53963811e-01,  7.56021949e-01,  7.57942511e-01,  7.83892155e-01,
        7.03302599e-01,  7.76004925e-01,  8.07827576e-01,  8.10498675e-01,
        8.11567369e-01,  8.10887782e-01,  8.10189551e-01,  8.09472064e-01,
        8.08735929e-01,  8.07981110e-01,  8.07209359e-01,  8.06422457e-01,
        8.05621610e-01,  8.04808660e-01,  8.03984519e-01,  8.03149352e-01,
        8.02305258e-01,  8.01455771e-01,  8.00593884e-01,  7.99722440e-01,
        7.98848395e-01,  7.97964542e-01,  7.97071604e-01,  7.96170692e-01,
        7.95263168e-01,  7.94349989e-01,  7.92539565e-01,  8.91661738e-01,
        5.32412833e-01,  6.36619551e-01,  9.39965284e-01,  9.67924895e-01,
        9.67649640e-01,  9.67162532e-01,  9.66680303e-01,  9.66202020e-01,
        9.65725280e-01,  9.65248143e-01,  9.64769114e-01,  9.64286886e-01,
        9.63800617e-01,  9.63309924e-01,  9.62814869e-01,  9.62316026e-01,
        9.61814283e-01,  9.61310769e-01,  9.60806738e-01,  9.60303520e-01,
        9.59802019e-01,  9.59302919e-01,  9.58806533e-01,  9.58312799e-01,
        9.57820873e-01,  9.57332258e-01,  9.56849458e-01,  9.56365135e-01,
        9.55877027e-01,  9.55382998e-01,  9.54881023e-01,  9.54369540e-01,
        9.53846700e-01]), 'iv': State([('IV', (array([-3.5       , -3.48829431, -3.47658863, -3.46488294, -3.45317726,
       -3.44147157, -3.42976589, -3.4180602 , -3.40635452, -3.39464883,
       -3.38294314, -3.37123746, -3.35953177, -3.34782609, -3.3361204 ,
       -3.32441472, -3.31270903, -3.30100334, -3.28929766, -3.27759197,
       -3.26588629, -3.2541806 , -3.24247492, -3.23076923, -3.21906355,
       -3.20735786, -3.19565217, -3.18394649, -3.1722408 , -3.16053512,
       -3.14882943, -3.13712375, -3.12541806, -3.11371237, -3.10200669,
       -3.090301  , -3.07859532, -3.06688963, -3.05518395, -3.04347826,
       -3.03177258, -3.02006689, -3.0083612 , -2.99665552, -2.98494983,
       -2.97324415, -2.96153846, -2.94983278, -2.93812709, -2.9264214 ,
       -2.91471572, -2.90301003, -2.89130435, -2.87959866, -2.86789298,
       -2.85618729, -2.84448161, -2.83277592, -2.82107023, -2.80936455,
       -2.79765886, -2.78595318, -2.77424749, -2.76254181, -2.75083612,
       -2.73913043, -2.72742475, -2.71571906, -2.70401338, -2.69230769,
       -2.68060201, -2.66889632, -2.65719064, -2.64548495, -2.63377926,
       -2.62207358, -2.61036789, -2.59866221, -2.58695652, -2.57525084,
       -2.56354515, -2.55183946, -2.54013378, -2.52842809, -2.51672241,
       -2.50501672, -2.49331104, -2.48160535, -2.46989967, -2.45819398,
       -2.44648829, -2.43478261, -2.42307692, -2.41137124, -2.39966555,
       -2.38795987, -2.37625418, -2.36454849, -2.35284281, -2.34113712,
       -2.32943144, -2.31772575, -2.30602007, -2.29431438, -2.2826087 ,
       -2.27090301, -2.25919732, -2.24749164, -2.23578595, -2.22408027,
       -2.21237458, -2.2006689 , -2.18896321, -2.17725753, -2.16555184,
       -2.15384615, -2.14214047, -2.13043478, -2.1187291 , -2.10702341,
       -2.09531773, -2.08361204, -2.07190635, -2.06020067, -2.04849498,
       -2.0367893 , -2.02508361, -2.01337793, -2.00167224, -1.98996656,
       -1.97826087, -1.96655518, -1.9548495 , -1.94314381, -1.93143813,
       -1.91973244, -1.90802676, -1.89632107, -1.88461538, -1.8729097 ,
       -1.86120401, -1.84949833, -1.83779264, -1.82608696, -1.81438127,
       -1.80267559, -1.7909699 , -1.77926421, -1.76755853, -1.75585284,
       -1.74414716, -1.73244147, -1.72073579, -1.7090301 , -1.69732441,
       -1.68561873, -1.67391304, -1.66220736, -1.65050167, -1.63879599,
       -1.6270903 , -1.61538462, -1.60367893, -1.59197324, -1.58026756,
       -1.56856187, -1.55685619, -1.5451505 , -1.53344482, -1.52173913,
       -1.51003344, -1.49832776, -1.48662207, -1.47491639, -1.4632107 ,
       -1.45150502, -1.43979933, -1.42809365, -1.41638796, -1.40468227,
       -1.39297659, -1.3812709 , -1.36956522, -1.35785953, -1.34615385,
       -1.33444816, -1.32274247, -1.31103679, -1.2993311 , -1.28762542,
       -1.27591973, -1.26421405, -1.25250836, -1.24080268, -1.22909699,
       -1.2173913 , -1.20568562, -1.19397993, -1.18227425, -1.17056856,
       -1.15886288, -1.14715719, -1.13545151, -1.12374582, -1.11204013,
       -1.10033445, -1.08862876, -1.07692308, -1.06521739, -1.05351171,
       -1.04180602, -1.03010033, -1.01839465, -1.00668896, -0.99498328,
       -0.98327759, -0.97157191, -0.95986622, -0.94816054, -0.93645485,
       -0.92474916, -0.91304348, -0.90133779, -0.88963211, -0.87792642,
       -0.86622074, -0.85451505, -0.84280936, -0.83110368, -0.81939799,
       -0.80769231, -0.79598662, -0.78428094, -0.77257525, -0.76086957,
       -0.74916388, -0.73745819, -0.72575251, -0.71404682, -0.70234114,
       -0.69063545, -0.67892977, -0.66722408, -0.65551839, -0.64381271,
       -0.63210702, -0.62040134, -0.60869565, -0.59698997, -0.58528428,
       -0.5735786 , -0.56187291, -0.55016722, -0.53846154, -0.52675585,
